nom_sv,site_vote_id,circonscription_id
E.P. 2 LIKAKO,4072038,4072
EP.LIYANGOLA,4072039,4072
INST.LOMAKO,4072040,4072
E.P. IKOMBE,4072041,4072
CITE DE SOIN DE SANTE. IKONGO,4072042,4072
E.P BOKEMBE,4072043,4072
E.P. WAMBA LIINDJA,4072044,4072
BOOFE,4072045,4072
E.P BOFASO PELE,4072047,4072
EP. LONGOMO,4072048,4072
EP BOYELA/LOFUKYA,4072049,4072
E.P BOYELA/LOFUKYA,4072050,4072
E.P DJOLEKE,4072051,4072
E.P. IKOMBE,4072052,4072
E.P. LOFUKO,4072053,4072
INSTITUT BOONIA,4072054,4072
INSTITUT BONGWELE BONONDO,4072056,4072
EP. LOFIMA,4072057,4072
EP2 LIYANGOLA,4072058,4072
INST EKEMBELA,4072059,4072
CABANE,4072061,4072
E.P ILOLO,4072062,4072
EP ALI,4072063,4072
EP.BOLAKA,4072065,4072
E.P WAKEMBYAKA,4072066,4072
E.P. BALONGO NKOY,4072067,4072
E.P. TOLOMBO,4072068,4072
CS LILANGA,4072069,4072
E.P. BOMWANKOY,4072070,4072
EP BEKOMA IKOLO,4072071,4072
C.S IKELEMBA,4072072,4072
E.P LOKOMBE,4072073,4072
E.P. IKELEMBA,4072074,4072
E.P. LILEKO,4072075,4072
BONGILA LISOKO,4072076,4072
E.P. EKEMBELA,4072077,4072
E.P. YAKAA,4072078,4072
EP ESANGANI,4072079,4072
ITAV BEFALE,4072081,4072
CS LIKUANDUAMBA,4072082,4072
E.P LIKUNDUAMBA,4072083,4072
EP BONEBE,4072084,4072
EP YANGA BOKAKATA,4072085,4072
E.P. ITEMA LOMBEOLO,4072086,4072
EP LOSIFO,4072087,4072
EP. EKETEMBELE,4072088,4072
INSTITUT BOSANGA MONDJE,4072089,4072
E.P. 2 MOMA,4072091,4072
E.P. MOMPONO,4072092,4072
EP. BALONGO NKOY 2,4072093,4072
E.P. NSONG EK ELESE,4072095,4072
EP EANDJA/ENGONDO,4072096,4072
EP. BOKELA LOMBE,4072097,4072
INSTITUT DE BEFALE,4072098,4072
INSTITUT LOMBEOLO,4072099,4072
EP BEFALE,4072100,4072
ITCP TOFOMEKA,4073002,4073
EP LOMAMI,4073003,4073
E.P. YOKEMBE NKOLE,4073004,4073
EP YETOMBO/INGUNGU,4073005,4073
E.P ELONGA,4073007,4073
E.P. BOKIAKA,4073008,4073
E.P. YAILALA,4073009,4073
E.P. YALIKUMBA,4073010,4073
E.P. MUANDA,4073012,4073
E.P. YALUNGU,4073013,4073
E.P. YAMPEKWA,4073014,4073
E.P. BAFOTA,4073017,4073
E.P. YOLOKO,4073019,4073
E.P. YOLOTA,4073020,4073
E.P.LUTO,4073021,4073
YELONGA,4073022,4073
CENTRE DE SANTE  IYANGA,4073023,4073
EP BOSENGE 2,4073024,4073
EP IYANGA,4073025,4073
E.P. DJOKINGO,4073026,4073
E.P. YALOKOLI,4073027,4073
INSTITUT THASISIE,4073029,4073
EP THASISIE,4073030,4073
INSTITUT BOKAKATA,4073032,4073
E.M BOKOTO,4073042,4073
E.P. EALA,4073043,4073
EP DJOMBO,4073044,4073
E.P. BOLAFA,4073045,4073
E.P. WANGA,4073046,4073
EP YAMBOLIKOMBE,4073047,4073
I.T.A LIKOMBE,4073048,4073
E.P YOKUTUNGULU/LIINDJA,4073052,4073
E.P IKOOKE IKOOKE,4073055,4073
EP MOKE,4073056,4073
E.P. YALOMBOTO,4073059,4073
E.P. YOOTE,4073061,4073
E.P. BOLUA,4073063,4073
E.P. NDOMBO,4073064,4073
E.P. NJITELYA,4073065,4073
E.P. NSIMBO BOSONGO/BOSIMBA,4073066,4073
E.P. NSIMBO BOSONGO/YEKETE,4073067,4073
E.P. LOTSINDJI LOKOMBO,4073071,4073
E.P. PASTEUR YAMBE,4073075,4073
E.P. YAMBOTO,4073076,4073
E.P AHOMBO,4073079,4073
INSTITUT REVERAND ABBE EKENGA,4073081,4073
E.P. 1 YAKILI,4073083,4073
INSTITUT BOTANGELA,4073085,4073
INSTITUT MBUKI ELIMA,4073086,4073
E.P LYDIE,4073087,4073
E.P. YANKOKE,4073088,4073
EP NKOLE,4073090,4073
CENTRE DE SANTE YANGONDE,4073092,4073
EP BONGISA,4073094,4073
E.P. BOKILIALUO,4073097,4073
EP YOTA,4073101,4073
BATIMENT ADMINISTRATIF GROUPEMENT,4073103,4073
E.P. BIKOMBI,4073106,4073
INSTITUT BOSISE,4073108,4073
E.P. 1 LIFANGA,4073109,4073
LIBENGE 3,4073111,4073
E.P. ISUMELIKO,4073116,4073
INST. DJUMA,4073117,4073
E.P. BOSALA NKITO,4073118,4073
INST MIRACLE,4073120,4073
E.P. LIINDJA,4073121,4073
E.P. LOLINGO,4073123,4073
INSTITUT 2 MAKAMBO,4073124,4073
INSTITUT BOSANGI,4073125,4073
E.P MAKAMBO,4073126,4073
EP BOANGA,4074001,4074
CABANE ELOME,4074004,4074
EP EKUKU,4074005,4074
E.P. BELINDA,4074006,4074
E.P. LOKONA,4074007,4074
E.P. YANYANGO,4074008,4074
INSTITUT LUTO MUSTAPHA,4074009,4074
POSTE DE SANTE YENGONDO,4074011,4074
E.P. YAMPENGE,4074013,4074
E.P. YESANGA,4074014,4074
INSTITUT MAMBA,4074015,4074
INSTITUT LOILE,4074016,4074
LYCEE YALOYA,4074020,4074
E.P BOYOKANI,4074022,4074
E.P. BITONGO,4074023,4074
E.P. EKANGA,4074024,4074
E.P. EYENGA,4074025,4074
E.P. YOLINGOLI,4074027,4074
INSTITUT REVEREND BOHAMBU,4074029,4074
INSTITUT YOKA,4074031,4074
E.P MOBONGISI,4074032,4074
E.P. NTANDO,4074033,4074
E.P YOTULI,4074034,4074
E.P. MOLENDE,4074035,4074
BIAYI,4074036,4074
EP. LOKINA,4074037,4074
EP. YALOLA,4074038,4074
INSTITUT BOLA-LOSOMA,4074039,4074
ITS YOLONGA,4074040,4074
SUCCURSALE EP YANGOLE,4074041,4074
E.P. LOKOLEFEKO2 / ILANGAMBULA,4074042,4074
E.P. BOKANDA,4074043,4074
E.P. ILOMBO,4074045,4074
INSTITUT NDEKE,4074046,4074
E.P. ILONGO,4074049,4074
E.P. YALIMOTO,4074050,4074
CENTRE DE SANTE BOLUNGA,4074052,4074
INSTITUT DANIEL BOTSILI,4074053,4074
E.P. YOKOLO,4074054,4074
E.P. 1 YAMPETE,4074055,4074
E.P. LIFANGA 1,4074056,4074
INSTITUT BONGISA,4074058,4074
E.P. BOPAKO,4074059,4074
INSTITUT YETSI,4074060,4074
INSTITUT YALOMBOKA,4074061,4074
E.P. YASALA,4074062,4074
E.P. YETSHI,4074064,4074
E.P. YALOKELE,4074066,4074
CABANE YAOMBOLI,4074067,4074
E.P. BOFETE,4074068,4074
INSTITUT TUMBENGA,4074070,4074
INSTITUT LINGOMO,4074071,4074
E.P. MONKOSO,4074072,4074
EP. REVEREND BATEMA,4074073,4074
E.P YALINGUFA,4074074,4074
E.P. YOSAY,4074075,4074
EP: REVEREND MBOKA,4074076,4074
EP. AMIDU,4074078,4074
ITA BIKOMBI/YALOKONGE,4074079,4074
EP OTIKALA,4074082,4074
INSTITUT ESENGA,4074083,4074
E.P. BISOKE II,4074085,4074
E.P. BOSANELA,4074086,4074
E.P. LOKALO,4074088,4074
INSTITUT ILONGO,4074092,4074
EP. BOSEKOLA,4074094,4074
E.P. BOTEMANONGO,4074095,4074
EP: MPOMBO,4074096,4074
INSTITUT LUEMBE,4074097,4074
E.P. CHEF BAYE,4074100,4074
EP ELAKATA,4074101,4074
EP LISANGU YOKEKE,4074102,4074
EP TSHUAPA,4074103,4074
ISAKA,4074104,4074
EP. ENE,4074106,4074
EP PIERRE BOFETE,4074109,4074
E.P. ANZI,4074110,4074
INSTITUT CHEF MBONDJO,4074111,4074
E.P. BOSSISSE,4074114,4074
E.P. CHEF NKOY,4074115,4074
E.P. WALU,4074117,4074
EP LOMONGO,4074118,4074
CABANE BONKONE,4074121,4074
EP. IKOMALOKI,4074124,4074
EP. KOLE,4074125,4074
EP FELLY BASSAMBI,4074126,4074
E.P. SAMANDA,4074127,4074
E.P. 1 BOYOMBO,4074128,4074
EP. BOKOLE,4074129,4074
EP. MBAKA,4074130,4074
BONGOY,4074131,4074
CAMPEMENT LYOKO,4074132,4074
CENTRE DE SANTE BOBOTO,4074134,4074
EP YEKOMBO,4074135,4074
INSTITUT YANGENI,4074137,4074
E.P LINGENDA,4075001,4075
E.P. MONDJOKU 1,4075006,4075
INSTITUT YALIFAFU,4075010,4075
EP BOLEKE,4075012,4075
HABITATION MATTHIEU,4075014,4075
INSTITUT LINGOMO,4075015,4075
CABANE LIMENGA,4075016,4075
E.P. BILALI/LOSANGANYA,4075018,4075
E.P. BOKOSO,4075019,4075
E.P. ELAKA,4075020,4075
E.P. YOONGO,4075024,4075
INSTITUT BOKOSO,4075025,4075
E.P. ISANGA,4075028,4075
INSTITUT WAMBA,4075033,4075
E.P. ELONDA,4075035,4075
E.P. INKOSA,4075040,4075
E.P. EFOMI,4075044,4075
EP. REV. NDOMBE,4075049,4075
POSTE DE SANTE LOKATA,4075053,4075
RESIDENCE CHEF DU VILLAGE/NKILE,4075055,4075
CENTRE DE SANTE LIKUKU 2,4075061,4075
E.P. ELINGA,4075063,4075
E.P. NGILIMA,4075065,4075
E.P. BOTO,4075069,4075
E.P. MAMA IKEMO/ELOME,4075070,4075
EP LONGWANGO,4075072,4075
CENTRE DE SANTE MOMA,4075073,4075
E.P. 1. MOMA,4075074,4075
E.P. BUSANGA,4075075,4075
E.P. EKUKULU,4075076,4075
CS ELONGO,4075078,4075
E.P. LONKONGA,4075079,4075
EP BIAMBE,4075080,4075
C S R  YEMO,4075081,4075
E.P. BOKAINDEMBE,4075086,4075
E.P. BOKAU,4075087,4075
E.P. BOONGA,4075088,4075
E.P. LIANGOLA 2,4075092,4075
C.S. BOKOKA,4075096,4075
E.P. ITELA,4075099,4075
E.P. NONGO,4075100,4075
E.P LOLINGO,4075103,4075
E.P. 1 LOFOY,4075104,4075
E.P. BASEKAOKOLI,4075105,4075
E.P. LUAFA,4075106,4075
CENTRE DE SANTE BOKOLO,4075107,4075
E.P. BOFAMBU,4075108,4075
E.P. MBOLE 1,4075110,4075
E.P. PAPA BOKUNGU,4075111,4075
E.P LIMONGO,4075113,4075
CENTRE DE SANTE YOSASA,4075115,4075
E.P. YAITO,4075117,4075
E.P. YALIKOKE,4075118,4075
E.P. YOKAMBA,4075119,4075
E.P.YAKILI,4075120,4075
E.BOKOTA,4075123,4075
COLLEGE LONGOMO,4075126,4075
E.P. MOMBOYO,4075128,4075
E.P. NONGA/ISONGO,4075133,4075
E.P. WUNANO,4075134,4075
E.P. YALOYA,4075135,4075
INSTITUT LIMANDJA,4075136,4075
CENTRE DE SANTE NGOLU,4075142,4075
"E,P. 4 EKOMBE",4075143,4075
E.P. BOLONDO,4075144,4075
E.P. LOFIMA,4075145,4075
E.P. LOKUMO,4075146,4075
E.P. LOLINGO,4075147,4075
E.P. TOSOW,4075148,4075
POSTE DE SANTE BOKUNGU MOKE,4075149,4075
C SANTE BOKANDJA,4076001,4076
E.P. IYENGE,4076002,4076
INSTITUT NKUM,4076004,4076
EP. BOLANDA,4076007,4076
EP. LOKENYE,4076008,4076
HANGAR BOMANGOLA,4076009,4076
EP BASALA,4076010,4076
EP. ELADJI,4076011,4076
CABANE NTOMBA RIV./BOTUNA,4076012,4076
EP.BEFIDJI,4076013,4076
EP.BELOKO,4076014,4076
EP.EKIO,4076015,4076
ITA NSAMBUANKOY,4076016,4076
EP NONGOLOKWA,4076017,4076
E.P LOSILIKA,4076018,4076
INSTITUT NKUMA KOLO,4076019,4076
EP 1 LOANGO,4076020,4076
E.P MBONDALANJELU,4076021,4076
E.P. 2 EKONDA,4076022,4076
EP. ILONGOLO,4076024,4076
EP.BOKELE/BOOYA 1,4076025,4076
HANGAR DJOMBO MONDOMBE,4076026,4076
INSTITUT BONGALE,4076027,4076
CENTRE DE SANTE DE REFERENCE NONGO,4076028,4076
E.P BOMELONGA,4076029,4076
E.P LUILAKA/ NGOMBE I,4076030,4076
HANGAR,4076032,4076
E.P BEKO,4076034,4076
E.P. 7 MOLENDE,4076035,4076
EP BOTENE,4076036,4076
CENTRE DE SANTE MADUWO,4076038,4076
MAISON  BOLAA,4076039,4076
E.P SACRIMO / ITONGU,4076040,4076
EP. BONGAITELI,4076042,4076
E.P. BOKELE,4076043,4076
EP : MONKOTO,4076044,4076
EP. BELINGO,4076045,4076
MAISON CHEF DE LOCALITE/MBOMBE,4076046,4076
CABANE BOYOMBE,4076047,4076
E.P. EKOLI,4076048,4076
EP. BONGALE 3,4076049,4076
EP. BONGOYA-MPONGO,4076050,4076
LOFUKIA EKOFO / WETELIA,4076051,4076
LOLAKENANGA 2/ LOLAKENANGA 2,4076052,4076
E.P LINOMBE,4076054,4076
EP. INGUNDJU,4076055,4076
CABANE LIANGA,4076056,4076
EP BAFAKE,4076057,4076
CENTRE DE SANTE BOLOTO,4076058,4076
EP.BOSENDJU,4076059,4076
EP . TATA. BOOTO,4076060,4076
E.P. BOSAKITELA,4076061,4076
EP KISITA,4076062,4076
E P BANDOLO,4076063,4076
E P BOLOLONGA,4076064,4076
E P BOTSANKOY,4076065,4076
E.P. ELONGA LOKULA,4076066,4076
MAISON BOLA /DJUMBU,4076067,4076
EP BONGALE / ISOLU,4076068,4076
E.P. LOKAKO,4076069,4076
E.P. NDOMBA,4076070,4076
INSTITUT PAZOKO,4076071,4076
CSR BELINGO,4076072,4076
IFENDA. ITEMA,4076073,4076
INSTITUT IKOTE,4076074,4076
NANGIYEMA,4076075,4076
CABANE ELOME 1,4076076,4076
CABANE ELOME 2,4076077,4076
CABANE MPUME NKANKE,4076078,4076
CS NONGELOKWA,4076079,4076
EP. BOLOFO,4076080,4076
INSTITUT PANZOKO I,4076081,4076
"E,P LUEMBE",4076082,4076
EP.2.LISANGA,4076083,4076
EP.MBOYO,4076084,4076
LONGONGO,4076085,4076
E.P LUEMBE/ ISENGA,4076086,4076
EP : MONKOTO  VILLE,4076087,4076
EP. EKATSAKA,4076088,4076
EP :LUILAKA,4076089,4076
COMPLEXE SCOLAIRE BILONDA,5011001,5011
E.P. 1 KABONDO,5011002,5011
E.P. KAMBA KAMBA,5011003,5011
E.P. KANDOLO,5011004,5011
E.P. LILEMO,5011005,5011
E.P. MALEKE,5011006,5011
"""""E.P. N""""""""SELE""""",5011007,5011
E.P.1 MAENDELEO,5011008,5011
C.S DR RENE VINCENT,5011009,5011
CS LA SAGESSE,5011010,5011
E.P. HODARI,5011011,5011
E.P. MIKAELI,5011012,5011
EP 1 CHUTES WAGENIA,5011013,5011
EP MANDOMBE,5011014,5011
EP UMOJA,5011015,5011
SAINT NICOLAS,5011016,5011
E.P.   BINANGEMBE,5011017,5011
E.P. ALFAJIRI,5011018,5011
E.P. LOSOKO,5011019,5011
E.P. MGR TIBAFA,5011020,5011
E.P. MOLENDE,5011021,5011
E.P. OSIO,5011022,5011
E.P. SALELA,5011023,5011
E.P. YALISOMBO,5011024,5011
INST. TECH. PROF. KALEMA,5011025,5011
LYCEE MUFAUME,5011026,5011
C.S. TUUNGANE,5011027,5011
E.P. BIENHEUREUSE ANOALITE,5011028,5011
E.P. LA CHAUMIERE,5011029,5011
E.P. MWANA,5011030,5011
E.P. SAINT JOSEPH,5011031,5011
EDAP/ISP KISANGANI,5011032,5011
EP MONSEIGNEUR GRISON,5011033,5011
UNIKIS PRIMAIRE,5011034,5011
ABATTOIR PUBLIC,5011035,5011
E.P. 1 LIMANGA,5011036,5011
E.P. BONINGOLI,5011037,5011
E.P. MARIE REINE DE LA PAIX,5011038,5011
EP 1 BALESE,5011039,5011
EP 1 BANGWANDI,5011040,5011
EP 1 MITUKU,5011041,5011
EP HODARI,5011042,5011
EP NURU,5011043,5011
INST. TECH. COM. MATETE,5011044,5011
E.P  ASUMANI,5011045,5011
E.P  II  TSHOPO,5011046,5011
E.P. 1 SALIBOKO,5011047,5011
E.P. BATIAMADUKA,5011048,5011
E.P. BOSEMBO,5011049,5011
E.P. ETOKA/MASAKO,5011050,5011
E.P. MUGBAMBOLI,5011051,5011
EP WINA,5011052,5011
EP.MTUMBI,5011053,5011
18 EME AV N 1,5011054,5011
INSTITUT LISANGA,5011055,5011
E.P ISEA,5021001,5021
E.P. BADILE,5021002,5021
E.P. BAOMBI,5021003,5021
E.P. BASULE,5021004,5021
CABANE BANGBOA,5021005,5021
CABANE BANYOI,5021006,5021
EP MALANGA,5021007,5021
E.P. BENGAMISA,5021008,5021
EP KANISA,5021009,5021
EP TOKWA,5021010,5021
EP BAGBANYE,5021011,5021
EP BANDELE,5021012,5021
E.P. BADJOGE,5021013,5021
E.P. BANDJWADE,5021014,5021
E.P. BAUME,5021015,5021
E.P. BOBITI,5021016,5021
CABANE DE BODJABA,5021017,5021
E.P  BOMAHEY,5021018,5021
EP BOMBOMA,5021019,5021
CABANE DE BONDJALA,5021020,5021
E.P. MOSABANI,5021021,5021
E.P. BOPEPE,5021022,5021
E.P. LOBONE,5021023,5021
E.P. YAMBUYA,5021024,5021
CABANE BAYEU,5021025,5021
E.P.MANGI,5021026,5021
E.P. ZAMBEKE,5021027,5021
EP DIKWA,5021028,5021
CABANE DE BOKAPO,5021029,5021
E.P. MONGBOLOSO,5021030,5021
EP BOMISA,5021031,5021
EP SUKISA/TELE,5021032,5021
INSTITUT BONGONDZA,5021033,5021
E.P. 1 AKUMA,5021034,5021
E.P. BOMAA,5021035,5021
E.P. BONGONDZA,5021036,5021
EP BAGE,5021038,5021
EP PANGA,5021039,5021
EP BETHELEM,5021040,5021
E.P. ZADU,5021041,5021
E.P. MARA,5021042,5021
EP BABISE,5021043,5021
EP TELE,5021044,5021
ANGARE,5021045,5021
E.P. BALOMA,5021046,5021
E.P. BODELA,5021047,5021
EP MONSEIGNEUR ASSANI,5021048,5021
E.P ALOLO,5021049,5021
E.P. BAKASOLA,5021050,5021
E.P. LIAMBONGO,5021051,5021
E.P. BOBENGE,5021052,5021
CENTRE DE SANTE MANGALA,5021053,5021
E.P. MEHUMA,5021054,5021
E.P. DIKWA  II,5021055,5021
BOGBOLO,5021056,5021
E.P. ABOLOKWA,5021057,5021
E.P. BODIA,5021058,5021
EP AMBALA,5021059,5021
EP BABOMOKO,5022001,5022
EP. ELONGA,5022003,5022
E.P BADUMBE,5022005,5022
E.P NGBANGALOFETA,5022006,5022
E.P. 2 MANGELYA,5022008,5022
E.P. LONGONA,5022009,5022
E.P. UMOJA,5022010,5022
E.P 2 LINDI,5022011,5022
E.P. ADEMA,5022012,5022
CABANE DE BALIBA,5022013,5022
E.P MANDUKA,5022014,5022
E.P. MANGELYA,5022015,5022
E.P. SIMETI,5022016,5022
E.P ONALY,5022017,5022
EP. BAKOROY,5022018,5022
EP. BANGINDA,5022019,5022
INSTITUT OPIENGE,5022021,5022
CABANE DE BAFWANANZILI,5022022,5022
E.P. BAVABU,5022023,5022
EP BAVADADI,5022024,5022
INSTITUT MAGANGA,5022025,5022
CABANE DE BARUMBI TSHOPO,5022026,5022
CABANE DE BALIANGOMA,5022029,5022
E.P. LIBUKU,5022030,5022
EP BALAMA,5022031,5022
EP BAVADIDI,5022032,5022
INSTITUT  ALIBUKU,5022033,5022
E.P. BAVANGOLO,5022034,5022
E.P. BOZOKOLI,5022035,5022
EP BAFWAKONZUO,5022036,5022
EP. BANGWABI,5022037,5022
EP BAVAKUZI,5022038,5022
E.P. LUMBEDE,5022039,5022
EP BIGBULU,5022040,5022
CABANE DE BAFWAGBOGBO,5022041,5022
EP. BAKUNDUMU,5022042,5022
E.P.  BEBENGO,5022043,5022
E.P  BAKPADI,5022044,5022
EP. BAFWAZIO,5022045,5022
EP. BAVOMBO,5022046,5022
E.P BAFWAGEZI,5022047,5022
E.P. KALO,5022048,5022
E.P BAMANDEA,5022049,5022
CABANE DE BAYAKOKO,5022050,5022
E.P  FATAKI,5022051,5022
E.P. BANADILI,5022052,5022
EP BUAMBI,5022053,5022
EP AVAKUBI,5022054,5022
EP BAMADIA,5022055,5022
EP BAVAZANA,5022056,5022
E.P. BATAMA,5022057,5022
E.P. BAVOY,5022058,5022
E.P. BAFWASENDE,5022059,5022
EP BAKARAY,5022060,5022
CABANE DE BAVAY,5022061,5022
CABANE DE BESIBE,5022062,5022
E.P BAFWABALINGA,5022063,5022
E.P MUNGAMBA,5022064,5022
E.P. BOYULU,5022065,5022
E.P. BOMILI,5022066,5022
E.P. KENGE,5022067,5022
E.P. MANGADA,5022068,5022
INST. BABANANZAKA,5022069,5022
E.P. LICHOMOYA,5023001,5023
E.P. MAMBOLEO,5023002,5023
EP. KENGENSUNGA,5023003,5023
EP  KITAMBALA,5023005,5023
EP.  DUMBADUMBA,5023006,5023
INST. DE LOWA,5023007,5023
E.P. ONGOKA,5023008,5023
E.P. BAIKUBA,5023009,5023
INSTITUT ILANGA,5023010,5023
E.P BASIKATE,5023011,5023
E.P. MAYUNGA,5023012,5023
E.P ST NICOLAS,5023013,5023
EP.  KALINDULA,5023015,5023
EP.EPISCOPALE,5023016,5023
E.P. KANYONYO,5023017,5023
EP  HAMADI BIN ALI,5023018,5023
E.P. MUCHALIKO,5023019,5023
EP.  BANAKELECHA,5023020,5023
EP  BAMOYA,5023021,5023
E.P. BIMBI,5023022,5023
AMADJABE,5023023,5023
E.P. KIAMOJA,5023024,5023
E.P. BAFALE,5023025,5023
E.P BABIRA,5023026,5023
E.P. LA LUMIERE,5023027,5023
EP BATISEKO,5023028,5023
EP. BAHATI,5023030,5023
BATIACHEINDJA,5023031,5023
E.P. IGALONGOTA,5023032,5023
EP BANANGUMA,5023033,5023
E.P ALUBU,5023034,5023
E.P  BATENDE,5023035,5023
E.P MASILI,5023036,5023
E.P  BIARO,5023037,5023
E.P. BABUSOKO,5023038,5023
E.P BAMUYUMBU,5023039,5023
E.P. 1 BANDU,5023040,5023
E.P. MAFUTAMINGI,5023041,5023
EP TOMIBIKISA,5023042,5023
EP.  BATIKALELA,5023043,5023
EP.  PENESIBO,5023044,5023
EP. KAYETE,5023045,5023
E.P  PUMUZIKA,5023046,5023
EP.WANIERUKULA,5023047,5023
E.P. KILINGA,5023048,5023
EP.  BAFWABOLI,5023049,5023
EP.  BASUKWAMBULA,5023050,5023
EP BATIENGO,5023051,5023
E.P. PENE KATANGA,5023052,5023
E.P. BABINGI,5023053,5023
EP BATIEKILI,5023054,5023
EP.  BATIANGUMA,5023055,5023
EP.  II  MENGWE,5023056,5023
EP. BATIEMBOBO,5023058,5023
E.P. MUNGAMBA/FATAKI,5023059,5023
EP.  NDJALE,5023060,5023
EP.MAKOKA,5023061,5023
EP. WANYA,5023062,5023
E.P. BATIASIKI,5023063,5023
EP. ONGOKA,5023064,5023
EP LOKANI,5023065,5023
INST . BORE/UTIOLIO,5023066,5023
POSTE DE BABIMBI,5023067,5023
EP TAMBWE,5023069,5023
EP BATIONGOYO,5023070,5023
EP BATIKAONGA,5023071,5023
E.P. LOBULOLA,5023072,5023
P.S. BATIABEMBI,5023073,5023
EP ULEMA,5023074,5023
EP.KIRUNDU,5023075,5023
BUREAU ADMINISTRATIF DE KIRUNDU,5023076,5023
E.P. KIRUNDU,5023077,5023
INSTITUT ALFAJIRI,5023078,5023
INSTITUT LOOLO,5024001,5024
EP. OSO BAYAYA,5024002,5024
E.P. LOHUMONOKO,5024003,5024
EP. YAWENDE,5024004,5024
E.P. KENAKE II,5024005,5024
EP LOMA MAYOKO,5024006,5024
EP. KENAKE I,5024007,5024
E.P. MASUA,5024008,5024
EP. AKENDELAKA,5024009,5024
E.P. NONGO WANGA,5024010,5024
E.P. OKOPENDA,5024011,5024
E.P. OILAFAO,5024012,5024
EP AYOMO,5024013,5024
CABANE DE YALUWELA,5024014,5024
EP LIEKE ASANGU,5024015,5024
EP. SIMBELE,5024016,5024
E.P. LETUTU YAKUMA,5024017,5024
E.P  LIKUNDU,5024018,5024
E.P. YEMAKA-LOMBO,5024019,5024
EP EYAI,5024020,5024
CABANE DE BALABALA,5024021,5024
E.P. IKETI,5024022,5024
EP. YOMAIE,5024023,5024
INSTITUT LOOMBO,5024024,5024
E.P. OSONGI,5024025,5024
E.P.2 LOBAIE,5024026,5024
CABANE ATINEKELI,5024027,5024
EP2 ITEMO,5024028,5024
EP. LELENDU,5024030,5024
CENTRE DE SANTE LEKATERO I,5024031,5024
E.P. EKOLI,5024032,5024
EP REVERAND BONANGA,5024033,5024
EP. OKELA,5024034,5024
E.P LELENDE,5024035,5024
EP. LOKWA I,5024036,5024
EP. OMONGO,5024037,5024
E.P. YALIPANGA,5024038,5024
EP TANGELI,5024039,5024
CABANE DE YAMBEMBEKIMA,5024040,5024
E.P. YAMBETSHI,5024041,5024
E.P  BAKWASA,5024042,5024
EP YANDJATE,5024043,5024
E.P. BUNDJOKO,5024044,5024
EP MAKANDJA,5024045,5024
E.P. YAOLONGA,5024046,5024
CABANE DE YASONGE,5024047,5024
E.P. LOKANDU,5024048,5024
E.P. LOTIMO,5024049,5024
EP 2 LOKOTO,5024050,5024
MAKANDAJA B,5024051,5024
E.P. YALINA,5024052,5024
E.P. LEREMA,5024053,5024
E.P. LISUMA,5024054,5024
CABANE DE TCHEKE-TCHEKE,5024055,5024
CABANE DE BOKUMA,5024056,5024
E.P. YAOLEKA,5024057,5024
E.P. LISUMA,5024058,5024
E.P YAPANDO,5024059,5024
E.P. YALUWE,5024060,5024
EP. IREMA,5024061,5024
E.P. JUHUDI,5024062,5024
E.P. YAMBELA,5024063,5024
E.P.  YATE,5024064,5024
EP. AFANEKAKA,5024065,5024
EP. YAKAMBA II,5024066,5024
E.P. YAHILA,5024067,5024
EP. ASANGO,5024068,5024
EP. ILANGA,5024069,5024
EP YALIKOLI,5024070,5024
EP. YAWISA,5024071,5024
EP. LAMA,5024072,5024
E.P. YAKOKO,5024073,5024
EP. KIMOTO,5024074,5024
EP. YAPEHE,5024075,5024
INSTITUT AFISENGE,5024076,5024
EP. YALEKO,5024077,5024
EP. YALOSUKA,5024078,5024
EP. YATANDA,5024079,5024
INSTITUT GAMBELA,5024080,5024
E.P. YAKELELI,5024081,5024
E.P. 1 YAMBA,5024082,5024
EP. BOSUKOLELA,5024083,5024
EP. SANGO WAYETUTA,5024084,5024
EP. YALIKAKA,5024085,5024
EP. YATANGE,5024086,5024
E.P YAONGENDJA,5024087,5024
E.P YATAKA II,5024088,5024
E.P1 BOLINGO,5024089,5024
EP. LOBAIE,5024090,5024
EP. LOMAMI,5024091,5024
"""""INSTITUT D"""""""" OPALA""""",5024092,5024
C.S. YAOLENGA,5025001,5025
E.P LIOTU,5025002,5025
E.P. MONOLI,5025003,5025
EP MUSHIRA,5025004,5025
EP YANDIA,5025005,5025
E.P YALOFOMBO,5025006,5025
E.P YAOLOMBO INTERIEUR,5025007,5025
E.P YAUSE,5025008,5025
E.P YAUTA/YAMBISO,5025009,5025
POSTE DE SANTE YAKOKO,5025010,5025
E.P LIITHO,5025011,5025
E.P LIKOLO,5025012,5025
E.P YAHISULI,5025013,5025
E.P YAUTA,5025014,5025
E.P. BOLONGO -BAS,5025015,5025
E.P. LANDALA II,5025016,5025
INSTITUT SAINT CAMILLE,5025017,5025
INSTITUT YAFALA RIVE,5025018,5025
E.P YAEME,5025019,5025
E.P. LIKOLO,5025020,5025
INSTITUT WENGE BAS,5025021,5025
INSTITUT WENGE HAUT,5025022,5025
E.P YANDIBI,5025023,5025
INSTITUT MBOMA II,5025024,5025
INSTITUT YAFETA,5025025,5025
E.P BALUKOLA,5025026,5025
E.P IBILA,5025027,5025
E.P LOYA,5025028,5025
E.P YABETUTA,5025029,5025
E.P. YATWENGO,5025030,5025
INSTITUT YAFUNGA,5025031,5025
